TONY STARK, Right?
RHODEY, You made your point. Just sit down.
TONY STARK, Okay...
RHODEY, Okay?
TONY STARK," Nah, nah. Here's my point. You know what?"
RHODEY," Tony, you're sick."
TONY STARK," Referring to Carol She's great, by the way."
RHODEY, Sit down. Sit.
TONY STARK," We need you. You're new blood. Bunch of tired old mules! Tony walks right up to Steve's face, his voice hushing down to a venomous whisper I got nothing for you, Cap! I got no coordinates, no clues, no strategies, no options. Zero. Zip. Nada. No trust. Liar."
TONY STARK," Here, take this. You find him, and you put that on. You hide."
STEVE ROGERS, Tony!
TONY STARK, I'm fine. I...
RHODEY, Bruce gave him a sedative. He's gonna probably be out for the rest of the day.
CAROL DANVERS, You guys take care of him. And I'll bring him a Xorrian Elixir when I come back.
NATASHA ROMANOFF, Where are you going?
CAROL DANVERS, To kill Thanos.
NATASHA ROMANOFF," Hey, you know, we usually work as a team here, and between you and I, morale's a little fragile."
STEVE ROGERS," We realize up there is more your territory, but this is our fight too."
RHODEY, You even know where he is?
CAROL DANVERS, I know people who might.
NEBULA," Standing behind Carol Don't bother. I can tell you where Thanos is. Thanos spent a long time trying to perfect me. And when he worked, he talked about his great plan. Even disassembled, I wanted to please him. I'd ask ""where would we go once his plan was complete?"". His answer was always the same"
RHODEY," That's cute, Thanos has a retirement plan."
STEVE ROGERS, So where is he?
ROCKET," When Thanos snapped his fingers, Earth became ground zero for a power surge of ridiculously cosmic proportions. No one's ever seen anything like it... Until two days ago. A hologram of a planet pops up, with a shockwave visibly traversing the surface. On this planet."
NEBULA, Thanos is there.
NATASHA ROMANOFF, He used the stones again.
BRUCE BANNER," Hey, hey, hey. We'd be going in short-handed, you know."
RHODEY," Look, he's still got the stones, so..."
CAROL DANVERS, So let's get him... Use them to bring everyone back.
RHODEY, Just like that?
STEVE ROGERS," Yeah, just like that."
NATASHA ROMANOFF, Even if there's a small chance that we can undo this... I mean we owe it to everyone who's not in this room to try.
BRUCE BANNER," If we do this, how do we know it's gonna end any differently than it did before?"
CAROL DANVERS," Because before, you didn't have me."
RHODEY," Hey, new girl, everyone here is about that superhero life. And if you don't mind my asking, where the hell have you been all this time?"
CAROL DANVERS," There are a lot of other planets in the universe. And unfortunately, they didn't have you guys."
THOR, I like this one. smiles
STEVE ROGERS, Let's go get this son of a bitch.
ROCKET," Okay, who here hasn't been to space?"
RHODEY, Why?
ROCKET, You better not throw up on my ship.
NEBULA, Approaching jump in 3... 2... 1!
CAROL DANVERS, I'll head down for recon.
NATASHA ROMANOFF," This is gonna work, Steve."
STEVE ROGERS, I know it will.
STEVE ROGERS, Cause I don't know what I'm going to do if it doesn't.
CAROL DANVERS," No satellites, no ships, no armies, no ground defenses of any kind. It's just him."
NEBULA, And that's enough.
ROCKET, Oh no.
STEVE ROGERS, Where are they?
CAROL DANVERS, Answer the question!
THANOS," The universe required correction. After that, the stones served no purpose, beyond temptation."
BRUCE BANNER, You murdered trillions! Bruce pushes him to the ground wearing Hulk Buster armor
THANOS, You should be grateful. Punched by Hulk Buster
NATASHA ROMANONFF, Where are the Stones?
THANOS, Gone. Reduced to atoms.
BRUCE BANNER, You used them two days ago!
THANOS, I used the stones to destroy the stones. It nearly killed me. But the work is done. It always will be. sits himself a little straighter. I am... inevitable.
RHODEY," We have to tear this place apart, he-he-he has to be lying."
NEBULA, My father is many things. A liar is not one of them.
THANOS," Ah, thank you, daughter. Nebula looks down, a little uncomfortable. Perhaps I treated you too harshly."
ROCKET, What... What did you do?
THOR, I went for the head.
JOE RUSSO," So I, uh... Went on a date the other day. It's the first time in five years, you know? I'm sitting there at dinner... I didn't even know what to talk about."
STEVE ROGERS, What did you talk about?
JOE RUSSO," Same old crap, you know? How things have changed, and... my job, his job... How much we miss the Mets. And then things get quiet... He cried as they were serving the salads."
JIM STARLIN, What about you?
JOE RUSSO," I cried... just before dessert. But I'm seeing him again tomorrow, so..."
STEVE ROGERS," That's great. You did the hardest part. You took the jump, you didn't know where you were gonna come down. And that's it. That's those little brave baby steps we gotta take. To try and become whole again, try and find purpose. I went in the ice in '45 right after I met the love of my life. Woke up 70 years later. You gotta move on. Gotta to move on. The world is in our hands. It's left to us guys, and we got to do something with it. Otherwise... Thanos should have killed all of us."
SCOTT LANG," grunts as he pushes away a cushion out of his body, and deactivates the helmet, but still grunting in pain, as he sweeps away sparks from an electrical failure out of his suit, then try to stand up. What the hell?"
SCOTT LANG, Hope?
SCOTT LANG, yells Kid! Hey kid!
SCOTT LANG, What the hell happened here?
SCOTT LANG," No. Please. Please, please. moves on to check the other side of the engraved stone No, no, no. No. Lang excuses aside a young couple as he keeps on checking another engraved stone if his daughter's name is on one. Excuse me, sorry. No, Cassie, no."
SCOTT LANG," in a mantra-like Please, please, please, please... No, Cassie. Lang looks at the engraved stone in shock, revealing his name in it."
SCOTT LANG, What?
SCOTT LANG, Cassie?
CASSIE LANG," Dad? Both of them emotionally hug each other as both dad and daughter had reunited. Then Lang shoves her back, realizing that her daughter is now a full-grown teenager."
SCOTT LANG, You're so big!
ROCKET," Yeah, we boarded that highly suspect warship Danvers pinged."
NEBULA, It was an infectious garbage scowl.
ROCKET," So, thanks for the hot tip. turns to Danvers and replies back with a smirk"
CAROL DANVERS," Well, you were closer."
ROCKET, Yeah. And now we smell like garbage.
NATASHA ROMANOFF, turns to Okoye You get a reading on those tremors?
OKOYE, It was a mild subduction under the African plate.
NATASHA ROMANOFF, Do we have a visual? How are we handling it?
OKOYE," Nat, it's an earthquake under the ocean. We handle it by not handling it."
NATASHA ROMANOFF," turns to Danvers Carol, are we seeing you here next month?"
CAROL DANVERS, Not likely.
ROCKET," What, you gonna get another haircut?"
CAROL DANVERS," irritated Listen fur-face, I'm covering a lot of territory. The things that are happening on Earth, are happening everywhere, on thousands of planets."
ROCKET," murmurs to himself All right, all right, that's a good point. That's a good point."
CAROL DANVERS, So you might not see me for a long time.
NATASHA ROMANOFF," Alright. Uh, well. This channel is always active. So, if anything goes sideways... anyone's making trouble where they shouldn't... comes through me."
ROCKET, Okay.
NATASHA ROMANOFF, Alright.
CAROL DANVERS, To Rhodey Good luck. cuts off call
NATASHA ROMANOFF, Where are you?
RHODEY, Mexico. The Federales found a room full of bodies. Looks like a bunch of cartel guys. Never even had the chance to get their guns off.
NATASHA ROMANOFF, It's probably a rival gang.
RHODEY," Except it isn't. Nat realizes something. It's definitely Barton. What he's done here, what he's been doing for the last few years... I mean, the scene that he left... Nat starts to show signs of sadness as she gradually tears up. I gotta tell you, there's a part of me that doesn't even want to find him."
NATASHA ROMANOFF, Will you find out where he's going next?
RHODEY, Nat...
NATASHA ROMANOFF, Please.
RHODEY, reluctantly Okay. then Rhodes cuts off his
STEVE ROGERS," You know I'd offer to cook you dinner but you seem pretty miserable already. Out of nowhere, Roger slumps over a bookshelf, in the same mood as he is in the therapy session, as Nat wipes off the tears off her face."
NATASHA ROMANOFF, You here to do your laundry?
STEVE ROGERS, And to see a friend.
NATASHA ROMANOFF," Clearly, your friend is fine."
STEVE ROGERS, You know I saw a pod of whales when I was coming up the bridge.
NATASHA ROMANOFF, In the Hudson?
STEVE ROGERS," There's fewer ships, cleaner water."
NATASHA ROMANOFF," You know, if you're about to tell me to look on the bright side. Um... I'm about you to hit you in the head with a peanut butter sandwich. jokingly smiles, as Rogers does the same"
STEVE ROGERS," Sorry. Force of habit. Throws his jacket, then sits down on another chair, opposite Natasha."
STEVE ROGERS," You know, I keep telling everybody they should move on and... grow. Some do. But not us."
NATASHA ROMANOFF," If I move on, who does this?"
STEVE ROGERS, Maybe it doesn't need to be done.
NATASHA ROMANOFF, Deep in her thoughts I used to have nothing. And then I got this. This job... this family. And I was... I was better because of it. And even though... they're gone... I'm still trying to be better.
STEVE ROGERS, I think we both need to get a life.
NATASHA ROMANOFF, Smiling You first.
SCOTT LANG," Oh! Hi. Hi! Is anyone home? This is Scott Lang. We met a few years ago, at the airport? In Germany? I got really big, and I had my mask on. You wouldn't recognize me."
STEVE ROGERS, Standing up Is this an old message?
NATASHA ROMANOFF, Also standing up It's the front gate.
SCOTT LANG," Ant-Man? Ant-Man, I know you know that. I need to talk to you guys."
STEVE ROGERS, Scott. Are you okay?
SCOTT LANG, Yeah. I'm fine.
SCOTT LANG, Have you ever studied Quantum Physics?
NATASHA ROMANOFF, Only to make conversation.
SCOTT LANG," Alright. So... five years ago, right before Thanos, I was in a place called the Quantum Realm. The Quantum Realm is like its own microscopic universe. To get in there, you have to be incredibly small. Hope, she's my... She was my... struggling to not tell the entire truth about their relationship She was supposed to pull me out. And then Thanos happened, and I got stuck in there."
NATASHA ROMANOFF, I'm sorry. That must've been a very long five years.
SCOTT LANG," Yeah, but that's just it. It wasn't. For me, it was five hours."
SCOTT LANG," See, the rules of the Quantum Realm aren't like they are up here. Everything is unpredictable. Is that anybody's sandwich? I'm starving."
STEVE ROGERS," Scott, what are you talking about?"
SCOTT LANG," What I'm saying is, time works differently in the Quantum Realm. The only problem is right now, we don't have a way to navigate it. But what if we did? I can't stop thinking about it. What if, we could somehow control the chaos, and we could navigate it? What if there was a way to enter the Quantum Realm at a certain point in time but then exit at another point in time? Like... Like before Thanos."
STEVE ROGERS," Wait, are you talking about a time machine?"
SCOTT LANG," No. No, of course not. No, not a time machine. It's more like a... Yeah, a time machine. I know it's crazy. But I can't stop thinking about it. There's gotta be some way... There's gotta be...some w... it's crazy."
NATASHA ROMANOFF," Scott, I get e-mails from a raccoon, so nothing sounds crazy anymore."
SCOTT LANG, So who do we talk to about this?
TONY STARK, Clapping his hand in a famous beat. Clap! Clap! Clap-Clap-Clap! Clap-Clap-Clap-Clap! Chow time! He seems to be speaking to someone unknown by the audience. Maguna? Morgan H. Stark. You want some lunch?
MORGAN STARK, Define lunch or be disintegrated. She puts on a silver and blue helmet similar to Iron Man's
TONY STARK," Okay, You should not be wearing that, okay? That is part of a special anniversary gift I'm making for Mom. Takes the helmet off Morgan's head. She emerges out smiling mischievously."
MORGAN STARK, Okay.
TONY STARK, There you go. Are you thinking about lunch? I can give you a handful of crickets on a bed of lettuce.
MORGAN STARK, No.
TONY STARK, That's what you want. How did you find this?
MORGAN STARK, Garage.
TONY STARK, Really? Were you looking for it?
MORGAN STARK," No. I found it, though."
TONY STARK," You like going to the garage, huh? So does daddy. It's fine, actually. Your mom never wears anything I buy her."
SCOTT LANG," Cut to after Scott's plan has been explained to Tony Now, we know what it sounds like..."
STEVE ROGERS," Tony, after everything you've seen, is anything really impossible?"
TONY STARK," Quantum fluctuation messes with the Planck Scale, which then triggers the Deutsch Proposition. Can we agree on that?"
STEVE ROGERS, Tony giving a drink to him Thank you.
TONY STARK," In Layman's terms, it means you're not coming home."
SCOTT LANG, I did.
TONY STARK," No, you accidentally survived. It's a billion to one cosmic fluke. And now you wanna pull off a... What do you call it?"
SCOTT LANG, Trying to hide his pride A time heist?
TONY STARK," Yeah, a time heist. Of course, why didn't we think of this before? Oh, because it's laughable? Because it's a pipedream?"
SCOTT LANG, The Stones are in the past. We can go back and get them.
NATASHA ROMANOFF, We can snap our own fingers. We can bring everyone back.
TONY STARK," Or screw it up worse than he already has, right?"
STEVE ROGERS, I don't believe we would.
TONY STARK," Gotta say, sometimes I miss that giddy optimism. However, high hopes won't help if there's no logical, tangible way for me to safely execute said time heist. I believe the most likely outcome would be our collective demise."
SCOTT LANG," Not if we strictly follow the rules of time travel. That means no talking to our past selves, no betting on sporting events -"
TONY STARK," I'm gonna stop you right there, Scott. Are you seriously telling me that your plan to save the universe is based on Back To The Future?"
SCOTT LANG, embarrassed No.
TONY STARK, Good. You had me worried there. 'Cause that'd be horse shit. That's not how quantum physics works.
NATASHA ROMANOFF, Tony... We have to take a stand.
TONY STARK," We did stand. And yet, here we are."
SCOTT LANG," I know you got a lot on the line. You got a wife, a daughter. But I lost someone very important to me. A lot of people did. His voice gets louder as he tries to sell his desperation to Tony. And now, now we have a chance to bring her back. To bring everyone back. And you're telling me that won't even..."
TONY STARK," That's right, Scott, I won't even. I got a kid."
MORGAN STARK, Mommy told me to come and save you.
TONY STARK," Good job. I'm saved. Turning to face Cap, Nat and Scott. I wish you'd come here to ask me something else. Anything else. Honestly, I... I missed you guys, it was... Oh, and table's set for six."
STEVE ROGERS," Tony, I get it. And I'm happy for you, I really am. But this is a second chance."
TONY STARK," I got my second chance right here, Cap. I can't roll the dice again. If you don't talk shop, you can stay for lunch."
NATASHA ROMANOFF, He's scared.
STEVE ROGERS, He's not wrong.
SCOTT LANG," Yeah, but I mean, what are we gonna do? We need him. What, are we gonna stop?"
STEVE ROGERS," No, I wanna do it right. We're gonna need a really big brain."
SCOTT LANG," Incredulous, pointing to Tony's house Bigger than his?"
BRUCE BANNER," Come on, I feel like I'm the only one eating. Pushing a plate forward Try some of that. Have some eggs."
SCOTT LANG, I'm so confused.
BRUCE BANNER, seriously These are confusing times.
SCOTT LANG," Right. No, no, that's not what I meant."
BRUCE BANNER," dropping the act No, I get it. I'm kidding! I know. It's crazy. I'm wearing shirts now."
SCOTT LANG, Yeah! Wh...How? Why?
BRUCE BANNER," Five years ago, we got our asses beaten. Except it was worse for me. Because I lost twice. First, Hulk lost, then Banner lost. Then, we all lost."
NATASHA ROMANOFF," No one blamed you, Bruce."
BRUCE BANNER," I did. For years, I've been treating the Hulk like he's some kind of disease, something to get rid of. But then I started looking at him as the cure. Eighteen months in a gamma lab. I put the brains and the brawn together. And now look at me. Best of both worlds..."
GIRL," Excuse me, Mr. Hulk?"
BRUCE BANNER, Yes?
GIRL, Can we get a photo?
BRUCE BANNER," 100%, little person. Come on, step up. Holding out the phone to Scott You mind?"
SCOTT LANG," Oh, yeah."
BRUCE BANNER," Thanks, To the Children Say ""green""! The children and Bruce say Green as Scott snaps the photo."
BRUCE BANNER, Did you get that?
SCOTT LANG, leaning forward to hand back the phone Don't you wanna grab one with me? I'm Ant-Man.
SCOTT LANG," They're Hulk fans, they don't know Ant-Man. Nobody does."
BRUCE BANNER," Wait, no, no, he feels bad. No, he wants you to...he wants to...to one of the boys You want to take a picture with him, right? The boy shakes his head vigorously."
BOY, Stranger Danger.
SCOTT LANG, He's even saying no he doesn't. I get it. I don't want it either.
BRUCE BANNER," But, come on, the kid! But he...but you..."
SCOTT LANG, I don't want a picture with them.
BRUCE BANNER, To the children He's gonna feel bad. To Scott Sorry. They said they'd do it.
SCOTT LANG, I don't want it anymore.
BRUCE BANNER," No, no...you feel bad."
SCOTT LANG, Just take the goddamn phone.
GIRL," Thank you, Mr. Hulk."
BRUCE BANNER," No, it's great kids. Thank you very much. Same time with kids Hulk out!"
STEVE ROGERS, Bruce.
BRUCE BANNER, Awkwardly Dab!
STEVE ROGERS, Bruce.
BRUCE BANNER, Listen to your Mom. She knows better.
STEVE ROGERS, About we were saying...
BRUCE BANNER," Right. The whole time travel do-over? Guys, it's outside my area of expertise."
NATASHA ROMANOFF," Well, you pulled this off. I remember a time when that seemed pretty impossible time, too."
TONY STARK," Look at a mod inspiration, let me see what check out. So, recommend one last sim before we pack it in for the night. This time, in the shape of a mobius strip, inverted, please."
F.R.I.D.A.Y, Processing...
TONY STARK," Give me that eigenvalue. That, particle factoring, and a spectral decomp. That will take a second."
F.R.I.D.A.Y, Just a moment.
TONY STARK, And don't worry if it doesn't pan out. I'm just kinda -
F.R.I.D.A.Y, Model rendered.
TONY STARK, Shit!
MORGAN STARK, Shit.
TONY STARK," Whispering What are you doing up, little mess?"
MORGAN STARK, Shit.
TONY STARK," No, we don't say that. Only Mommy says that word. She coined it, it belongs to her."
MORGAN STARK, Why you up?
TONY STARK," 'Cause I got some important shit going on here. Morgan gives Tony a taste of the incredulous What do you think? No, I got something on my mind. I got something on my mind."
MORGAN STARK, Was it Juice Pops?
TONY STARK," Sure was. That's extortion. Great minds think alike. Juice Pops, exactly was on... Looks back to the model, Then turns back my mind."
TONY STARK," You done? Yeah, now you are. Tony wipes Morgan's lips and pushes her head onto her pillow That face goes there."
MORGAN STARK, Tell me a story.
TONY STARK," A story... Once upon a time, Maguna went to bed. The end."
MORGAN STARK, Giggling That's a horrible story.
TONY STARK," Come on, that's your favorite story. I love you tons. Kisses Morgan on the forehead."
MORGAN STARK, I love you 3000.
TONY STARK," Silently Wow. Turns off the lamp 3000. That's crazy. Closed the door Go to bed. Or I'll sell all your toys. Night, night."
TONY STARK," Not that it's a competition, but she loves me 3000. You were somewhere on the low 6 to 900 range. Pepper scoffs"
TONY STARK, Absentmindedly What are you reading?
PEPPER POTTS," Oh, it's just a book on composting."
TONY STARK, Still absentmindedly What's new with composting?
PEPPER POTTS, Just -
TONY STARK," I figured it out, by the way."
PEPPER POTTS," You know, just so we're talking about the same thing -"
TONY STARK, Time travel.
PEPPER POTTS," Amazed What? Wow... That's amazing, and... terrifying."
TONY STARK, That's right.
PEPPER POTTS, We got really lucky.
TONY STARK," Yeah, I know."
PEPPER POTTS, A lot of people didn't.
TONY STARK," No, I can't help everybody."
PEPPER POTTS, It sort a seems like you can.
TONY STARK," Not if I stop. I can put a pin in it right now, and stop."
PEPPER POTTS," Tony, trying to get you to stop has been one of the few failures of my life."
TONY STARK, I sometimes feel I should put it in a locked box and drop it at the bottom of a lake... go to bed.
PEPPER POTTS, But would you be able to rest?
BRUCE BANNER," Okay, here we go. Time travel test number one. Scott, fire up the uhhh... the van thing."
STEVE ROGERS," Breakers are set, emergency generators are on standby."
BRUCE BANNER," Good. 'Cause if we blow the grid, I don't wanna lose Tiny here in the 1950's. Scott, Nat and Cap give Bruce a panicked look"
SCOTT LANG, Excuse me?
NATASHA ROMANOFF, He's kidding. In a hushed tone to Bruce You can't say things like that!
BRUCE BANNER, Just... It was a bad joke.
NATASHA ROMANOFF," You were kidding, right?"
BRUCE BANNER," Whispering to Nat I have no idea. We're talking about time travel here. Either it's all a joke, or none of it is. Loudly and gives Scott a thumbs up We're good! Get your helmet on, Scott. I'm gonna send you back a week, let you walk around for an hour, then bring you back in 10 seconds. Makes sense?"
SCOTT LANG, Perfectly not confusing
STEVE ROGERS," Good luck, Scott. You got this."
SCOTT LANG," You're right. I do, Captain America."
BRUCE BANNER, On the count of three. 3... 2... 1!
TEEN SCOTT LANG," Uh, guys? This...this doesn't feel right."
STEVE ROGERS, What is this?
BRUCE BANNER, What's going on?
NATASHA ROMANOFF, That...who is that?
BRUCE BANNER, Hold on. Panicking
NATASHA ROMANOFF, Is that Scott?
TEEN SCOTT LANG," Yes, it's Scott!"
OLD SCOTT LANG, Ow! My back!
STEVE ROGERS, What is this?
BRUCE BANNER, Can I get a little space here.
STEVE ROGERS, Yeah yeah. Can you bring him back?
BRUCE BANNER," I'm working on it! Tapping the side of the button pad, trying to pull back Scott"
STEVE ROGERS, It's a baby. seriously?
BRUCE BANNER, It's Scott.
STEVE ROGERS, As a baby!
BRUCE BANNER, He'll grow.
STEVE ROGERS, Bring Scott back!
BRUCE BANNER," motioning to Nat When I say kill the power, kill the power."
NATASHA ROMANOFF, Oh my god. rapidly walk near to the generator
BRUCE BANNER, And... Kill it!
SCOTT LANG, Somebody peed my pants.
NATASHA ROMANOFF, Oh thank god.
SCOTT LANG," But I don't know if it was ""baby"" me or ""old"" me...Or just ""me"" me."
BRUCE BANNER, holds up his his hands in a dramatic way Time travel!
BRUCE BANNER, What? I..I see this as an absolute win!
TONY STARK, Why the long face? Let me guess
STEVE ROGERS," Among other things, yeah. What are you doing here?"
TONY STARK," Ignoring Steve's question That's the EPR Paradox. Instead of pushing Lang through time, you might've wound up pushing time through Lang. It's tricky. Dangerous. Somebody should've cautioned you against it."
STEVE ROGERS, You did.
TONY STARK," Oh, did I? acting like he did not; there's the Tony we know Thank God I'm here. Regardless, I fixed it. He holds up his right hand, with a device on it A fully functioning Time-Space GPS. I just want peace. Makes peace sign with his fingers Turns out, resentment is corrosive, and I hate it."
STEVE ROGERS, Me too.
TONY STARK," We got a shot at getting these stones, but I gotta tell you my priorities"
STEVE ROGERS," Sounds like a deal. Steve reaches out his hand to shake in the deal, in which Tony replies in the same way."
STEVE ROGERS, Tony...
TONY STARK," Why? He made it for you. referring to Howard Stark Plus, honestly I have to get it out of the garage before Morgan takes it sledding."
STEVE ROGERS," Thank you, Tony."
TONY STARK," Will you keep that a little quiet? Didn't bring one for the whole team. Hesitates ...We are getting the whole team, yeah?"
STEVE ROGERS, We're working on that right now.
ROCKET," Hey, humie! Where's Big Green?"
SCOTT LANG," Uh, Kitchen, I think. To himself as he sees Nebula That's awesome."
NEBULA," into an earpiece Rhodey, careful on re-entry. There's an idiot on the landing zone."
SCOTT LANG," Oh, God!"
RHODEY," What's up, regular sized man?"
ROCKET, Kind of a step down from a from a golden palace for an Avenger highness and whatnot.
BRUCE BANNER," Hey, have a little compassion, pal. First they've lost Asgard, then half the people. They're probably just happy to have a home. Bruce spots Valkyrie looking over at him, and heads over to her."
VALKYRIE, You shouldn't have come!
BRUCE BANNER," Ah, Valkyrie! Great to see you, Angry Girl."
VALKYRIE, Noticing Bruce's change of appearance I think I liked you better either of the other ways.
BRUCE BANNER, motioning to Rocket This is Rocket.
ROCKET, How you doin'?
VALKYRIE, Eyeing Rocket He won't see you.
BRUCE BANNER," That bad, huh?"
VALKYRIE," We only see him once a month, when he comes for... looking over to a pile of kegs of stout and other beer on the side ... supplies."
BRUCE BANNER, It's that bad.
VALKYRIE, Yeah.
ROCKET, Grimacing at the smell What the...  Woo! Something died in here.
BRUCE BANNER, Hello? Thor?
THOR, From another room. Are you here about the cable?
THOR," The Cinemax ran out about two weeks ago, and the sports were all kind of fuzzy. He grabs a beer"
BRUCE BANNER, Thor?
ROCKET," No, I'm good. I'm good. That's not necessary."
THOR," Hulk, you know my friends, Miek, Korg, right?"
KORG, Hey boys!
BRUCE BANNER," Hey guys, long time no see."
KORG," Beer's on the bucket. Feel free to log on to the Wi-Fi. No password, obviously. He goes back to his game. Thor, he's back. The kid on the TV that called me a dickhead again."
THOR, NoobMaster.
KORG," Yeah, NoobMaster69 called me a dickhead."
THOR," Noobmaster? Yeah, it's Thor again. You know, the God of Thunder? Listen, buddy. If you don't log off this game immediately, I am gonna fly over to your house, come down to that basement you're hiding in, rip off your arms AND SHOVE THEM UP YOUR BUTT!!! Oh, that's right. Yes, go cry to your father, you little weasel!"
KORG," Thor brings his headphones back Thank you, Thor."
THOR," Let me know if he bothers you again, okay?"
KORG, Thank you very much. I will.
THOR," So you guys want a drink? What are you drinking? We have beer, tequila, all sorts of things."
BRUCE BANNER," Buddy, you all right?"
THOR," ​​​​​​Yes, I'm fine! Why, don't I look all right?"
ROCKET, Concerned You look like melted ice cream.
THOR," Laughs So, what's up?"
