DOZERMAN," So I want to explain what happened back there. I did not have a heart attack. The doctors have informed me that I have a genetic heart condition. My aortic valve is 16% too narrow, which lowers my life expectancy from 103 to 64."
TERRY," So sorry, sir. That's terrible."
DOZERMAN," Yes, it's depressing. They also informed me that I carry the gene for webbed feet, which is interesting, more than anything else. But, uh, when you stare death in the face, as I have, it really puts things into perspective, namely that I've been wasting too much of my time farting around! So that stops now! Say good-bye to the fun, hilarious, laid-back Seth Dozerman that you used to love. Boys, hand 'em out!"
ROSA, What the hell are these?
DOZERMAN," ""What the hell are these?"" These are Dozer-pads. Each one is equipped with a GPS system and a countdown clock to remind you to complete a task every 55 minutes. It also has backgammon on it, which I could not delete but you are not allowed to play."
JAKE, What happens when the clock runs out?
DOZER-PAD, Failure! Failure! You are behind schedule!
JAKE," Oh, that's fun."
DOZERMAN, Yeah. Your 55 minutes starts right...now.
ROSA," Sarge, I don't need to be monitored all day long. I'm not a toddler. This is stupid."
TERRY," I know you're not a toddler, because my toddlers know that ""stupid"" is a no-no word. Keep that Dozer-pad on you at all times."
ROSA," Fine, but I am gonna play the hell out of some backgammon. Watch me."
BOYLE," Bouche Manger. Oh, small plates, casual-chic ambiance, no free soda refills...Jakey's going on a date. Are you going on a date with Amy?"
JAKE, What? No. Why?
BOYLE," Uh, because you guys just kissed on that mission."
JAKE," Charles, we just kissed 'cause we were undercover. That's it."
AMY," Yeah, it didn't mean anything."
JAKE," Not that it's any of your business, Boyle, but the person that I'm taking on a date is a girl from the gym."
BOYLE," What? Why is this the first time I'm hearing about her? Or that you go to the gym? Jake, avoid the weights. Nobody wants you turning into another Terry. Ugh."
TERRY, Hey. People like the way that I look.
BOYLE," Sure they do, big guy. Look, I can't believe you're gonna take some fitness floozy to Bouche Manger. You should be going with Amy. Right, Amy?"
AMY," Uh...Whatever, dawg. Date the flooze."
JAKE," See? It's never gonna happen, Boyle, okay? Because I find Amy repulsive, and she finds me extremely handsome. So stop pressuring us."
BOYLE," Oh, you sweet, naive boy. I haven't even begun to pressure you two. I've already written my best man speech for your wedding. Oh, I'm gonna need you to get married on a farm. A lot of my jokes rely on that."
JAKE," So here we are, officially on a date. Romantical date."
AMY," Yes, we are. No longer just colleagues. Dating. You got a haircut. It looks nice."
JAKE," Oh, thanks. You also got a haircut—at some point in your life. I'm sure that's not your baby hair. That would be crazy. But, uh, yeah, you look very nice."
AMY, Domo arigato.
JAKE, Do you speak Japanese?
AMY, No.
JAKE," Oh. Uh, sorry. I think I'm feeling a little awkward."
AMY," Yeah, me too."
JAKE, How do we make it not weird?
AMY, I know. Let's just get super drunk.
JAKE," Yes, great idea. Pardon me, ma'am. Could you please bring us four kamikaze shots?"
AMY, And four for me as well.
JAKE," Ah, I like your style. See, we can do this. We're back on track. We're keeping it light and breezy."
JAKE, So we broke a rule.
AMY, Yeah. I hope it wasn't a mistake.
JAKE," ""I Hope It Wasn't a Mistake,"" title of your sex tape. Title of our sex tape."
BOYLE, So how was the date with the floozy? We are not leaving these seats until you give me some deets.
JAKE," All right, fine. It started off a bit rocky, but it ended up being really fun."
BOYLE, Did you kiss? Did you french?
JAKE," Boyle, I'm not gonna answer that. And no one over the age of 12 says ""french."""
BOYLE," Oh, that's a yes. Oh my God, you had sex. I can tell because you're glowing. Ugh, Jake, no one wants to hear about your sex life."
JAKE, You just asked me repeatedly.
BOYLE," Because I was rooting for you and Amy, but now I can see you're super serious about this anonymous gym seductress. Ugh, I'm so sorry, Amy."
AMY, It doesn't matter to me. I'm—I would never date Jake. I work with Jake.
ROSA, I'd love to see you date someone from work. Your head would explode.
AMY, Your head would explode...because of how well I would handle it.
ROSA, Mm. Sick burn.
TERRY," Peralta, Dozerman says he wants to see you."
JAKE," Captain, everything all right?"
DOZERMAN," You tell me. According to your Dozer-pad, four of your coworkers have been gathered around your desk for the last 90 seconds. Also, someone named Norm Scully has been in the bathroom for the last 72 minutes."
JAKE," Oh, yeah, that means he's about halfway. But in regards to the coworkers, sir, I was telling them I wanted to get more work done, but all they wanted to do was talk about my dating life, knowing full well that my true love is efficiency. You know my motto, sir"
DOZERMAN, I like you. I could tell from the moment I walked in here that we were one and the same
JAKE, And I do.
DOZERMAN, Yeah.
JAKE, Yeah.
DOZERMAN,  I'm gonna handle this for you.
JAKE, Okay.
DOZERMAN," I'm gonna send out a Dozerblast. Hey, everyone stop talking about Peralta's personal life. Dozerblast over."
JAKE," Well, thank you very much, sir, and might I just say that this has been a Dozerblast."
DOZERMAN, I saw what you did right there. Get back to work.
JAKE,  Okay.
HOLT," I know you've been working on picking a name for the pigeon mascot for, uh, several months now. I feel like you might need a breather, so I've prepared an eight-point presentation on community engagement."
WUNTCH," We'll get to your presentation, Raymond. It's on the agenda."
HOLT," Well, it says here it's scheduled ""after everyone leaves."""
WUNTCH," And not a minute later. Trent, Bryce, where are we with the name?"
TRENT, We've narrowed it down to two choices
GINA," With all due respect, that pigeon is clearly a Ray J. Hi. Gina Linetti, the human form of the 100 emoji."
WUNTCH, I'd like to hear Captain Holt's thoughts on a name.
HOLT, Very well. My thoughts are
WUNTCH," Give us a name, Raymond. Weigh in on this. It's your job now."
HOLT, No.
WUNTCH," A name. Petey or Paulie, which is it?"
HOLT, What does it matter? Why'd you even choose a pigeon anyway? It's a terrible mascot.
WUNTCH," Because they're a staple of New York, they're nonthreatening, and they're everywhere."
HOLT," They're carriers of disease, and they eat garbage!"
WUNTCH," Name the pigeon, Raymond!"
HOLT, You can't make me.
WUNTCH," I can make you, and I will. Name the pigeon. That's an order!"
HOLT, ...Paulie.
WUNTCH, Thank you. Was that so hard?
JAKE," Yeah, I'm trying to find some evidence. I'm just gonna look in here. Another perfect cover. Two for two. Nailed it. All right, I talked to Dozerman and convinced him to outlaw all personal talk at work. We're in the clear."
AMY," And everyone hates you for that, but this is totally working, and no one knows."
JAKE, I know. It's the best. And you know what? I'm glad we broke the rule and had sex on the first date.
AMY," Me too, 'cause we're, like, really good at it."
JAKE," So good, right?"
AMY, Stupid good.
JAKE," It makes no sense. We're light and breezy. If we want to break rules, break rules. Like, what's another rule we could break?"
AMY, No making out at work.
JAKE," Okay, that's very flattering, Amy, but there are some rules that I shall never—"
AMY, Let's go.
JAKE, Okay.
DOZER-PAD, Warning. Unknown environment. Unknown environment.
TERRY, What's that noise?
ROSA, I don't hear anything.
DOZER-PAD, Warning. Unknown environment. Unknown environment. Warning. Unknown environment.
ROSA, What? I put it up there for safe keeping.
TERRY, Safe keeping?
ROSA," Yeah. I had it on my desk, but I kept spilling coffee on it. Oops."
DOZER-PAD, Tamper alert. Tamper alert.
TERRY," Come on, Diaz."
DOZERMAN, You two have been in this evidence locker for—Hey!
AMY, What? Nothing.
DOZERMAN, Nothing? You were just making out with Peralta.
JAKE," Ah, there's that candy bar wrapper I was looking for. Oh, Santiago, what are you doing here?"
DOZERMAN," So I guess it is hos before cho's with you, friend. Now I understand why nothing gets done in this precinct. The detectives are too busy frenching with each other, but you know what? Your little honeymoon is over! 'Cause as long as I'm here, you two are done! And I'm gonna be here a long, long, long, long, long, long, long, long—Oh, this is a heart attack. This right here, this is a heart attack. Ooh, it's a big one. Ooh, ooh, ooh."
AMY," Oh, oh, oh. I'm gonna get help."
JAKE," Sir, it's all right. We're getting help."
DOZERMAN, Okay. Tell my wife that I love her...work ethic.
TERRY, What happened in there?
JAKE," Nothing. We were just working, separately."
AMY," Yeah, and then Dozerman just came in and died."
JAKE," Peacefully, like an old cat."
TERRY, Can you think of anything that may have caused Dozerman to be startled?
JAKE, Ah...
AMY," Nope. Uh, he might have been startled by how far apart we were standing."
TERRY," That seems unlikely, but obviously he had a ton of health problems, so, you know, this seems pretty open and shut. Do me a favor and pull the surveillance tapes."
JAKE," Right, the surveillance tapes."
AMY," Yep, because this is a police precinct."
TERRY, You two have something to tell me?
JAKE," All right, fine. Detective Santiago and I may have been in there...snorking."
BOYLE," Yes! Oh! Wait. What about the gym floozy? Amy was the gym floozy. The gym floozy was under my nose the whole time. Oh, I am over the moon."
AMY, Okay.
BOYLE, Over the moon.
AMY, All right.
ROSA, So what is this? Casual? Serious? I need to know how to make fun of you. You guys dating?
AMY, Yes.
JAKE, No.
ROSA," Oh, that's not good."
JAKE," I mean, yes. I just said no because of the rules. We said we weren't gonna tell anyone."
AMY," It's very new, and we're still figuring it out."
TERRY," Enough. Look. Terry loves love, but Terry also loves maintaining a professional work environment. As your commanding officer, I am very disappointed in both of you."
ROSA," So, Boyle…"
BOYLE, Mm.
ROSA," Let's go look at those surveillance tapes, yeah?"
BOYLE," Oh, absolutely."
GINA," Captain, I know this isn't my place to say, but Madeline Wuntch is here to see you."
HOLT," Actually, that's exactly your place to say. You are my assistant. What precisely did you think your job was?"
GINA, Ideally? Bullfighter. But it's such a boys' club.
HOLT, Hmm.
WUNTCH," Ooh. I like what you've done with your office, Raymond. It's cozy, like a shoebox one buries a dead hamster in. So what did you want to see me about?"
HOLT," I'd like to propose a truce. Our feud is getting in the way of the NYPD's business. Madeline, the PR department is a joke. Their work here is meaningless. Nine weeks to choose the name Paulie. I knew instantly it should be Pepper, Officer Pepper O'Pigeon."
WUNTCH, Maybe we should start the whole naming process all over again.
HOLT, I could turn this department around if you'd let me. You're wasting my talents.
GINA," This man is a Timberlake, and you need to stop treating him like a Fatone."
HOLT," Yes, yes, perhaps you're right. Perhaps I am wasting your talents. I want you to spread your wings, as it were. I think we've found the perfect person to wear the pigeon costume. It's you, Raymond. Do we need to get the costume altered, or do you have your own pigeon pants?"
HOLT," No, Madeline, I don't have my own pigeon pants."
DOZER-PAD, You are 43 minutes behind.
TERRY," I know. Get off my back, computer ghost."
ROSA," Why are you still playing with that stupid game, Sarge? The guy is dead."
TERRY, It's not a game. I'm following our captain's orders.
ROSA," His orders were stupid. I hated him more than any cop I've ever known. Whoa. I just realized I'm never gonna be able to say that to his face. I mean, I could say it to his wife at the funeral, but it won't be the same."
TERRY," He was trying to make our precinct better. Look. Holt's gone, Dozerman died. Who knows who we're getting next? I'm just trying to keep this place running. That's my job. Case cleared! Yeah, how do you like me now, sucker? I mean, I hope you found peace."
JAKE," Hey, so everybody knows about us now, which means all the rules have been broken and nothing bad happened."
AMY," Nothing bad happened? Terry yelled at us, and we killed our captain. Jake, is this a bad idea? It seems like the universe is sending us a lot of signs that we should hit the brakes. Hasn't exactly been light and breezy."
JAKE," Yeah, it's been a little more stressful and death-y."
AMY, You have to admit it hasn't started out great.
JAKE," What do you want to do, then? Go back to being colleagues?"
AMY, Yeah. Maybe that's what it needs to be right now.
JAKE, Okay.
AMY, Okay. Sorry.
BOYLE," No, no, no, no, no, no, no, no, no…"
JAKE," Boyle, can we please just go to dinner?"
BOYLE," No, no, no, no, no! This is not how you and Amy are supposed to end. You're supposed to grow old and die holding each other as your cruise ship slowly takes on water."
JAKE, What do you want me to say? We tried really hard. We made rules. We kept it light and breezy.
BOYLE, Light and breezy?
JAKE, Ow!
BOYLE," Light and breezy is how you describe a linen pantsuit, not a relationship you care about."
JAKE, We were just being cautious.
BOYLE, Cautious?
JAKE, Ow!
BOYLE," You guys started this with one foot out the door. That's what doomed you, not the universe."
JAKE," Actually, it makes a lot of sense. Ow, I was agreeing with you!"
BOYLE, I'm sorry. I'm just so excited about all this!
JAKE," All right, so what do I do? Tell me."
BOYLE," Easy. You march over there, you tell her how you feel, and you bring a fancy bottle of lavender shampoo, because shampooing a woman's head is the most erotic thing you could ever possibly—"
JAKE,"  No, no, no shampoo. That's the worst. But I am gonna go over there. I'm gonna tell her how I feel."
BOYLE," Yes! Go get her. No! Wait till it starts raining. No, that's crazy. Go now."
JAKE, Okay. Ahh!
AMY, Sorry! Sorry.
JAKE, It's okay.
AMY," I was home, and I really wanted to talk to someone about us and Dozerman and about Holt being gone, and then I realized that the only person I want to talk about that stuff with is you. So screw just being colleagues, and screw light and breezy, right?"
JAKE, Definitely.
BOYLE," Guys, we did it. We really did it."
AMY," Oh, Charles is here."
JAKE, Big time.
GINA, Captain. The kids want to know where Paulie the Pigeon is. I told 'em he got sucked up into an airplane engine. Is that all right?
HOLT," I can't put that pigeon head on, Gina. Wuntch has defeated me. This is how it ends, with me standing on the urine-soaked floor of an elementary school bathroom in a third-rate bird costume. I quit."
GINA," No. I did not follow you to PR to watch you quit. I followed you because you're great and because you make everything you touch better, and I figured PR would be the easiest path to launching my reality show, ""Linetti, Set, Go."""
HOLT," I thought your reality show was to be called ""Gina in a Bottle."""
GINA," No, that was my fragrance line. Keep up. Listen. You cannot let Wuntch defeat you. That is not who you are. You are a person who will go out there and deliver his eight-point plan on whatever, whatever."
HOLT, Community engagement.
GINA," Whatever. Even if the only people listening are a bunch of second graders, because Captain Raymond Holt never gives up!"
HOLT, Inspiring words. I'm going to give that speech. Help me with that pigeon head.
GINA," Yeah, all right."
HOLT, Let's blow some tiny minds.
DOZER-PAD," Rosa Diaz, you are six hours ahead of schedule. Great job."
TERRY," Wow, Diaz. That's the first time I've seen him smile."
ROSA, I didn't do it for him. I did it 'cause it's my job. We cool?
TERRY, We're cool.
ROSA, Good.
DOZER-PAD, Damage. Critical damage.
TERRY," There's a rumor the new captain'll be here today. Now, I don't know who Wuntch is sending us, but it doesn't matter, because we're a family, we're strong, and together, we can do anything. Nine-Nine!"
ALL, Nine-Nine!
VULTURE," What's up, ding-dongs? I'm your new captain."
JAKE, The Vulture. No.
ROSA, Still hot.
VULTURE," Now, I know we have our history, me vulturing your cases, me telling you to eat my farts, but that's all in the past, 'cause now that I run this precinct, things are gonna get much, much worse. So suck it."
JAKE, No!
