Mr. Krabs," Whoa! Batten down the hatches, Mr. Squidward! Mr. Krabs and Squidward are thrown up in the air Were taking on water, Mr. Squidward! they get thrown back up again I want my mommy, Mr Squidward! cuts to Barg'N-Mart"
,
SpongeBob," singing Do do do do do do, spatula, spatula, port-and-starboard attachments. Cuts to the Krusty Krab"
,
Squidward, HELP!!!!
,
Mr. Krabs," MAN OVERBOARD!!! Climb, Mr. Squidward! Climb! They climb the mast, while the anchovies try to get them down. The anchovies then form a big wave"
,
Anchovies, Meep!!!! Meep!!!!!!
,
Mr. Krabs," This is the end! Good-bye, Mr. Squidward!"
,
Squidward," Oh Mr. Krabs! They cry, then SpongeBob comes in with red lights flashing and flying with the spatula, singing a heroic tune"
,
SpongeBob," Permission to come aboard captain! Da da da da da da da! Da da da da da da da da da da! Did someone order a spatula? Squidward and Mr. Krabs are shocked That's right! One hydrodynamic spatula with two spatulas pop out on the sides of the previous one port-and-starboard attachments, and lets not forget the turbo drive! the two extending spatulas twirl around and smack Squidward and Mr. Krabs in the face Would you believe they only had one in stock? To the kitchen! to the anchovies Who's hungry?! Tiny Tim's Living in the Sunlight, Loving in the Moonlight plays while SpongeBob serves up Krabby Patty after Krabby Patty. Many, many, many Krabby Patties are launched through the opening window to the hungry anchovies. Eventually, all of the anchovies are served and they leave on the buses. Cuts to later"
,
Mr. Krabs," That was the finest fast foodsmanship I've ever seen, Mr. SquarePants! Welcome aboard! Mr. Krabs gives SpongeBob a name tag"
,
Squidward," But, but Mr. Krabs..."
,
Mr. Krabs, Three cheers for SpongeBob! Hip-hip...
,
Squidward, weakly Hooray. Mr.-
,
Mr. Krabs, Hip-hip...
,
Squidward, quickly Hooray.
,
Mr. Krabs, Hip-hip...
,
Squidward, quickly Hooray. Mr. Krabs!
,
Mr. Krabs," I'll be in my quarters, counting up the booty. He wheels a wheelbarrow piled with an enormous stack of cash to his office. Patrick enters"
,
Patrick," Good morning, Krusty Krew!"
,
Squidward," What would you like to order, Patrick?"
,
Patrick," One Krabby Patty, please. SpongeBob flies back to the kitchen using his spatula and a score of Krabby Patties is immediately fired through the servery, which collide with Patrick and send him flying out of the Krusty Krab. Cuts to Krusty Krab exterior; crashing noises"
,
Patrick, screams
,
Squidward," Mr. Krabs! Mr. KRABS!!! calmly and singing ™ª Mr. Krabs, come see your new employeeeeeeeee! ™ª added emphasis with the -ployee"
